entry,benchmark,scope,performance,family,generation,params,release
Gemma 7B [Pretrained (PT)],Gemma::CommonsenseQA,own,0.6412499999999999,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],Gemma::HumanEval (PT/IT 0-shot),own,0.32299999999999995,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],Gemma::MATH,own,0.243,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],Gemma::MBPP,own,0.444,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],Gemma::Natural Questions,own,0.23,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],Gemma::SocialIQA,own,0.277,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],HellaSwag,epoch,0.7662666666666667,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],MATH level 5,epoch,0.07400000000000001,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],MMLU,epoch,0.5470666666666667,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],OLLv1: TruthfulQA,own,0.44909999999999994,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],OLLv2: BBH,own,0.2112,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],OLLv2: GPQA,own,0.0492,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],OLLv2: IFEval,own,0.2659,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],OLLv2: MMLU-PRO,own,0.2164,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],OLLv2: MUSR,own,0.10980000000000001,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],OpenBookQA,epoch,0.3706666666666667,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],PIQA,epoch,0.6240000000000001,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],TriviaQA,epoch,0.634,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],Winogrande,epoch,0.569,Gemma,Gemma 1,7.0,2024-02
Llama-2-13b-chat-hf [Instruct/chat],MATH level 5,epoch,0.01359516616314199,Llama,Llama 2,13.016,2023-07
Llama-2-13b-chat-hf [Instruct/chat],OLLv2: BBH,own,0.07155379968626989,Llama,Llama 2,13.016,2023-07
Llama-2-13b-chat-hf [Instruct/chat],OLLv2: GPQA,own,0.0,Llama,Llama 2,13.016,2023-07
Llama-2-13b-chat-hf [Instruct/chat],OLLv2: IFEval,own,0.398472719052115,Llama,Llama 2,13.016,2023-07
Llama-2-13b-chat-hf [Instruct/chat],OLLv2: MMLU-PRO,own,0.1025783096926714,Llama,Llama 2,13.016,2023-07
Llama-2-13b-chat-hf [Instruct/chat],OLLv2: MUSR,own,0.081578125,Llama,Llama 2,13.016,2023-07
Llama-2-13b-hf [Pretrained (PT)],MATH level 5,epoch,0.015105740181268881,Llama,Llama 2,13.016,2023-07
Llama-2-13b-hf [Pretrained (PT)],OLLv2: BBH,own,0.1722255982505813,Llama,Llama 2,13.016,2023-07
Llama-2-13b-hf [Pretrained (PT)],OLLv2: GPQA,own,0.04138702460850116,Llama,Llama 2,13.016,2023-07
Llama-2-13b-hf [Pretrained (PT)],OLLv2: IFEval,own,0.24824687385027278,Llama,Llama 2,13.016,2023-07
Llama-2-13b-hf [Pretrained (PT)],OLLv2: MMLU-PRO,own,0.1530917553191489,Llama,Llama 2,13.016,2023-07
Llama-2-13b-hf [Pretrained (PT)],OLLv2: MUSR,own,0.03385416666666666,Llama,Llama 2,13.016,2023-07
Llama-2-7b-chat-hf [Instruct/chat],MATH level 5,epoch,0.01963746223564955,Llama,Llama 2,6.738,2023-07
Llama-2-7b-chat-hf [Instruct/chat],OLLv2: BBH,own,0.044591716459594845,Llama,Llama 2,6.738,2023-07
Llama-2-7b-chat-hf [Instruct/chat],OLLv2: GPQA,own,0.0044742729306487625,Llama,Llama 2,6.738,2023-07
Llama-2-7b-chat-hf [Instruct/chat],OLLv2: IFEval,own,0.39864781003293487,Llama,Llama 2,6.738,2023-07
Llama-2-7b-chat-hf [Instruct/chat],OLLv2: MMLU-PRO,own,0.0764442966903073,Llama,Llama 2,6.738,2023-07
Llama-2-7b-chat-hf [Instruct/chat],OLLv2: MUSR,own,0.0327734375,Llama,Llama 2,6.738,2023-07
Llama-2-7b-hf [Pretrained (PT)],MATH level 5,epoch,0.01737160120845922,Llama,Llama 2,6.738,2023-07
Llama-2-7b-hf [Pretrained (PT)],OLLv2: BBH,own,0.1035141665784897,Llama,Llama 2,6.738,2023-07
Llama-2-7b-hf [Pretrained (PT)],OLLv2: GPQA,own,0.022371364653243807,Llama,Llama 2,6.738,2023-07
Llama-2-7b-hf [Pretrained (PT)],OLLv2: IFEval,own,0.2518938638368418,Llama,Llama 2,6.738,2023-07
Llama-2-7b-hf [Pretrained (PT)],OLLv2: MMLU-PRO,own,0.09565233451536641,Llama,Llama 2,6.738,2023-07
Llama-2-7b-hf [Pretrained (PT)],OLLv2: MUSR,own,0.037578125,Llama,Llama 2,6.738,2023-07
Llama-3.1-8B [Pretrained (PT)],MATH level 5,epoch,0.06570996978851963,Llama,Llama 3.1,8.03,2024-07
Llama-3.1-8B [Pretrained (PT)],OLLv2: BBH,own,0.25304470634754933,Llama,Llama 3.1,8.03,2024-07
Llama-3.1-8B [Pretrained (PT)],OLLv2: GPQA,own,0.0805369127516779,Llama,Llama 3.1,8.03,2024-07
Llama-3.1-8B [Pretrained (PT)],OLLv2: IFEval,own,0.1245982880978027,Llama,Llama 3.1,8.03,2024-07
Llama-3.1-8B [Pretrained (PT)],OLLv2: MMLU-PRO,own,0.2542109929078014,Llama,Llama 3.1,8.03,2024-07
Llama-3.1-8B [Pretrained (PT)],OLLv2: MUSR,own,0.08715104166666668,Llama,Llama 3.1,8.03,2024-07
Llama-3.1-8B-Instruct [Instruct/chat],MATH level 5,epoch,0.1555891238670695,Llama,Llama 3.1,8.03,2024-07
Llama-3.1-8B-Instruct [Instruct/chat],OLLv2: BBH,own,0.2937919249733404,Llama,Llama 3.1,8.03,2024-07
Llama-3.1-8B-Instruct [Instruct/chat],OLLv2: GPQA,own,0.08724832214765099,Llama,Llama 3.1,8.03,2024-07
Llama-3.1-8B-Instruct [Instruct/chat],OLLv2: IFEval,own,0.4921707735475206,Llama,Llama 3.1,8.03,2024-07
Llama-3.1-8B-Instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.3109116430260046,Llama,Llama 3.1,8.03,2024-07
Llama-3.1-8B-Instruct [Instruct/chat],OLLv2: MUSR,own,0.08611197916666667,Llama,Llama 3.1,8.03,2024-07
Llama-3.2-1B [Pretrained (PT)],MATH level 5,epoch,0.01208459214501511,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-1B [Pretrained (PT)],OLLv2: BBH,own,0.04366029656556756,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-1B [Pretrained (PT)],OLLv2: GPQA,own,0.0,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-1B [Pretrained (PT)],OLLv2: IFEval,own,0.147779004153424,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-1B [Pretrained (PT)],OLLv2: MMLU-PRO,own,0.02260638297872339,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-1B [Pretrained (PT)],OLLv2: MUSR,own,0.025578124999999997,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-1B-Instruct [Instruct/chat],MATH level 5,epoch,0.0702416918429003,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-1B-Instruct [Instruct/chat],OLLv2: BBH,own,0.08742521312303046,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-1B-Instruct [Instruct/chat],OLLv2: GPQA,own,0.03355704697986576,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-1B-Instruct [Instruct/chat],OLLv2: IFEval,own,0.569831380736446,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-1B-Instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.07579787234042552,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-1B-Instruct [Instruct/chat],OLLv2: MUSR,own,0.02973437500000001,Llama,Llama 3.2,1.24,2024-09
Llama-3.2-3B [Pretrained (PT)],MATH level 5,epoch,0.018882175226586098,Llama,Llama 3.2,3.213,2024-09
Llama-3.2-3B [Pretrained (PT)],OLLv2: BBH,own,0.1423266488436411,Llama,Llama 3.2,3.213,2024-09
Llama-3.2-3B [Pretrained (PT)],OLLv2: GPQA,own,0.02348993288590602,Llama,Llama 3.2,3.213,2024-09
Llama-3.2-3B [Pretrained (PT)],OLLv2: IFEval,own,0.1337406969064305,Llama,Llama 3.2,3.213,2024-09
Llama-3.2-3B [Pretrained (PT)],OLLv2: MMLU-PRO,own,0.1652814716312056,Llama,Llama 3.2,3.213,2024-09
Llama-3.2-3B [Pretrained (PT)],OLLv2: MUSR,own,0.0381484375,Llama,Llama 3.2,3.213,2024-09
Llama-3.2-3B-Instruct [Instruct/chat],MATH level 5,epoch,0.1767371601208459,Llama,Llama 3.2,3.213,2024-09
Llama-3.2-3B-Instruct [Instruct/chat],OLLv2: BBH,own,0.2405918644688547,Llama,Llama 3.2,3.213,2024-09
Llama-3.2-3B-Instruct [Instruct/chat],OLLv2: GPQA,own,0.03803131991051452,Llama,Llama 3.2,3.213,2024-09
Llama-3.2-3B-Instruct [Instruct/chat],OLLv2: IFEval,own,0.7393161256576994,Llama,Llama 3.2,3.213,2024-09
Llama-3.2-3B-Instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.24386820330969272,Llama,Llama 3.2,3.213,2024-09
Llama-3.2-3B-Instruct [Instruct/chat],OLLv2: MUSR,own,0.013734375,Llama,Llama 3.2,3.213,2024-09
Meta-Llama-3-8B [Pretrained (PT)],MATH level 5,epoch,0.045317220543806644,Llama,Llama 3,8.03,2024-04
Meta-Llama-3-8B [Pretrained (PT)],OLLv2: BBH,own,0.2450076379676797,Llama,Llama 3,8.03,2024-04
Meta-Llama-3-8B [Pretrained (PT)],OLLv2: GPQA,own,0.0738255033557047,Llama,Llama 3,8.03,2024-04
Meta-Llama-3-8B [Pretrained (PT)],OLLv2: IFEval,own,0.1455061459150609,Llama,Llama 3,8.03,2024-04
Meta-Llama-3-8B [Pretrained (PT)],OLLv2: MMLU-PRO,own,0.2455304373522458,Llama,Llama 3,8.03,2024-04
Meta-Llama-3-8B [Pretrained (PT)],OLLv2: MUSR,own,0.062424479166666665,Llama,Llama 3,8.03,2024-04
Meta-Llama-3-8B-Instruct [Instruct/chat],MATH level 5,epoch,0.09138972809667674,Llama,Llama 3,8.03,2024-04
Meta-Llama-3-8B-Instruct [Instruct/chat],OLLv2: BBH,own,0.2824494957634361,Llama,Llama 3,8.03,2024-04
Meta-Llama-3-8B-Instruct [Instruct/chat],OLLv2: GPQA,own,0.05704697986577179,Llama,Llama 3,8.03,2024-04
Meta-Llama-3-8B-Instruct [Instruct/chat],OLLv2: IFEval,own,0.7408398604591373,Llama,Llama 3,8.03,2024-04
Meta-Llama-3-8B-Instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.2960438829787234,Llama,Llama 3,8.03,2024-04
Meta-Llama-3-8B-Instruct [Instruct/chat],OLLv2: MUSR,own,0.05401041666666668,Llama,Llama 3,8.03,2024-04
OLMo-1B-hf [Pretrained (PT)],MATH level 5,epoch,0.01737160120845922,OLMo,OLMo,1.177,2024-04
OLMo-1B-hf [Pretrained (PT)],OLLv2: BBH,own,0.03196546312430317,OLMo,OLMo,1.177,2024-04
OLMo-1B-hf [Pretrained (PT)],OLLv2: GPQA,own,0.01565995525727071,OLMo,OLMo,1.177,2024-04
OLMo-1B-hf [Pretrained (PT)],OLLv2: IFEval,own,0.2181966072243868,OLMo,OLMo,1.177,2024-04
OLMo-1B-hf [Pretrained (PT)],OLLv2: MMLU-PRO,own,0.01928191489361701,OLMo,OLMo,1.177,2024-04
OLMo-1B-hf [Pretrained (PT)],OLLv2: MUSR,own,0.09555989583333334,OLMo,OLMo,1.177,2024-04
OLMo-2-1124-7B-Instruct [Instruct/chat],MATH level 5,epoch,0.1487915407854985,OLMo,OLMo 2,7.299,2024-12
OLMo-2-1124-7B-Instruct [Instruct/chat],OLLv2: BBH,own,0.16326772949551832,OLMo,OLMo 2,7.299,2024-12
OLMo-2-1124-7B-Instruct [Instruct/chat],OLLv2: GPQA,own,0.03803131991051452,OLMo,OLMo 2,7.299,2024-12
OLMo-2-1124-7B-Instruct [Instruct/chat],OLLv2: IFEval,own,0.7244034716773716,OLMo,OLMo 2,7.299,2024-12
OLMo-2-1124-7B-Instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.1857823581560283,OLMo,OLMo 2,7.299,2024-12
OLMo-2-1124-7B-Instruct [Instruct/chat],OLLv2: MUSR,own,0.04687499999999999,OLMo,OLMo 2,7.299,2024-12
OLMo-7B-Instruct-hf [Instruct/chat],MATH level 5,epoch,0.01359516616314199,OLMo,OLMo,7.0,2024-06
OLMo-7B-Instruct-hf [Instruct/chat],OLLv2: BBH,own,0.1315993341526703,OLMo,OLMo,7.0,2024-06
OLMo-7B-Instruct-hf [Instruct/chat],OLLv2: GPQA,own,0.027964205816554788,OLMo,OLMo,7.0,2024-06
OLMo-7B-Instruct-hf [Instruct/chat],OLLv2: IFEval,own,0.3472652561869174,OLMo,OLMo,7.0,2024-06
OLMo-7B-Instruct-hf [Instruct/chat],OLLv2: MMLU-PRO,own,0.08724881796690305,OLMo,OLMo,7.0,2024-06
OLMo-7B-Instruct-hf [Instruct/chat],OLLv2: MUSR,own,0.043265624999999995,OLMo,OLMo,7.0,2024-06
OLMo-7B-hf [Pretrained (PT)],MATH level 5,epoch,0.01208459214501511,OLMo,OLMo,6.888,2024-04
OLMo-7B-hf [Pretrained (PT)],OLLv2: BBH,own,0.057619870410808315,OLMo,OLMo,6.888,2024-04
OLMo-7B-hf [Pretrained (PT)],OLLv2: GPQA,own,0.03020134228187921,OLMo,OLMo,6.888,2024-04
OLMo-7B-hf [Pretrained (PT)],OLLv2: IFEval,own,0.2719273749207658,OLMo,OLMo,6.888,2024-04
OLMo-7B-hf [Pretrained (PT)],OLLv2: MMLU-PRO,own,0.01918956855791961,OLMo,OLMo,6.888,2024-04
OLMo-7B-hf [Pretrained (PT)],OLLv2: MUSR,own,0.02083333333333333,OLMo,OLMo,6.888,2024-04
OLMoE-1B-7B-0125-Instruct [Instruct/chat],MATH level 5,epoch,0.08987915407854985,OLMo,OLMoE,6.919,2025-01
OLMoE-1B-7B-0125-Instruct [Instruct/chat],OLLv2: BBH,own,0.1400795649891339,OLMo,OLMoE,6.919,2025-01
OLMoE-1B-7B-0125-Instruct [Instruct/chat],OLLv2: GPQA,own,0.01342281879194629,OLMo,OLMoE,6.919,2025-01
OLMoE-1B-7B-0125-Instruct [Instruct/chat],OLLv2: IFEval,own,0.6757436934001783,OLMo,OLMoE,6.919,2025-01
OLMoE-1B-7B-0125-Instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.1016548463356974,OLMo,OLMoE,6.919,2025-01
OLMoE-1B-7B-0125-Instruct [Instruct/chat],OLLv2: MUSR,own,0.02981250000000001,OLMo,OLMoE,6.919,2025-01
OLMoE-1B-7B-0924 [Pretrained (PT)],MATH level 5,epoch,0.01661631419939577,OLMo,OLMoE,6.919,2024-07
OLMoE-1B-7B-0924 [Pretrained (PT)],OLLv2: BBH,own,0.08308106894895778,OLMo,OLMoE,6.919,2024-07
OLMoE-1B-7B-0924 [Pretrained (PT)],OLLv2: GPQA,own,0.0,OLMo,OLMoE,6.919,2024-07
OLMoE-1B-7B-0924 [Pretrained (PT)],OLLv2: IFEval,own,0.21847143357402798,OLMo,OLMoE,6.919,2024-07
OLMoE-1B-7B-0924 [Pretrained (PT)],OLLv2: MMLU-PRO,own,0.08216976950354608,OLMo,OLMoE,6.919,2024-07
OLMoE-1B-7B-0924 [Pretrained (PT)],OLLv2: MUSR,own,0.035656250000000014,OLMo,OLMoE,6.919,2024-07
OLMoE-1B-7B-0924-Instruct [Instruct/chat],MATH level 5,epoch,0.027945619335347432,OLMo,OLMoE,6.919,2024-08
OLMoE-1B-7B-0924-Instruct [Instruct/chat],OLLv2: BBH,own,0.145715628213372,OLMo,OLMoE,6.919,2024-08
OLMoE-1B-7B-0924-Instruct [Instruct/chat],OLLv2: GPQA,own,0.02348993288590602,OLMo,OLMoE,6.919,2024-08
OLMoE-1B-7B-0924-Instruct [Instruct/chat],OLLv2: IFEval,own,0.46674157901035934,OLMo,OLMoE,6.919,2024-08
OLMoE-1B-7B-0924-Instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.09731456855791962,OLMo,OLMoE,6.919,2024-08
OLMoE-1B-7B-0924-Instruct [Instruct/chat],OLLv2: MUSR,own,0.0606953125,OLMo,OLMoE,6.919,2024-08
Phi-3-medium-128k-instruct [Instruct/chat],MATH level 5,epoch,0.1918429003021148,Phi,Phi-3,13.96,2024-05
Phi-3-medium-128k-instruct [Instruct/chat],OLLv2: BBH,own,0.4846045127399018,Phi,Phi-3,13.96,2024-05
Phi-3-medium-128k-instruct [Instruct/chat],OLLv2: GPQA,own,0.1152125279642058,Phi,Phi-3,13.96,2024-05
Phi-3-medium-128k-instruct [Instruct/chat],OLLv2: IFEval,own,0.6040029344361849,Phi,Phi-3,13.96,2024-05
Phi-3-medium-128k-instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.41240026595744683,Phi,Phi-3,13.96,2024-05
Phi-3-medium-128k-instruct [Instruct/chat],OLLv2: MUSR,own,0.1135182291666666,Phi,Phi-3,13.96,2024-05
Phi-3-medium-4k-instruct [Instruct/chat],MATH level 5,epoch,0.195619335347432,Phi,Phi-3,13.96,2024-05
Phi-3-medium-4k-instruct [Instruct/chat],OLLv2: BBH,own,0.4938061007422016,Phi,Phi-3,13.96,2024-05
Phi-3-medium-4k-instruct [Instruct/chat],OLLv2: GPQA,own,0.1152125279642058,Phi,Phi-3,13.96,2024-05
Phi-3-medium-4k-instruct [Instruct/chat],OLLv2: IFEval,own,0.6422713954529538,Phi,Phi-3,13.96,2024-05
Phi-3-medium-4k-instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.40842937352245867,Phi,Phi-3,13.96,2024-05
Phi-3-medium-4k-instruct [Instruct/chat],OLLv2: MUSR,own,0.1305208333333333,Phi,Phi-3,13.96,2024-05
Phi-3-mini-128k-instruct [Instruct/chat],MATH level 5,epoch,0.1404833836858006,Phi,Phi-3,3.821,2024-04
Phi-3-mini-128k-instruct [Instruct/chat],OLLv2: BBH,own,0.3709976663224031,Phi,Phi-3,3.821,2024-04
Phi-3-mini-128k-instruct [Instruct/chat],OLLv2: GPQA,own,0.09060402684563762,Phi,Phi-3,3.821,2024-04
Phi-3-mini-128k-instruct [Instruct/chat],OLLv2: IFEval,own,0.5976331688807919,Phi,Phi-3,3.821,2024-04
Phi-3-mini-128k-instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.3038009751773049,Phi,Phi-3,3.821,2024-04
Phi-3-mini-128k-instruct [Instruct/chat],OLLv2: MUSR,own,0.07710937500000002,Phi,Phi-3,3.821,2024-04
Phi-3-mini-4k-instruct [Instruct/chat],MATH level 5,epoch,0.16389728096676742,Phi,Phi-3,3.821,2024-04
Phi-3-mini-4k-instruct [Instruct/chat],OLLv2: BBH,own,0.392693352377728,Phi,Phi-3,3.821,2024-04
Phi-3-mini-4k-instruct [Instruct/chat],OLLv2: GPQA,own,0.1096196868008949,Phi,Phi-3,3.821,2024-04
Phi-3-mini-4k-instruct [Instruct/chat],OLLv2: IFEval,own,0.5612884923115112,Phi,Phi-3,3.821,2024-04
Phi-3-mini-4k-instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.3357528073286053,Phi,Phi-3,3.821,2024-04
Phi-3-mini-4k-instruct [Instruct/chat],OLLv2: MUSR,own,0.1311875,Phi,Phi-3,3.821,2024-04
Phi-3-small-128k-instruct [Instruct/chat],MATH level 5,epoch,0.2026086956521739,Phi,Phi-3,7.392,2024-05
Phi-3-small-128k-instruct [Instruct/chat],OLLv2: BBH,own,0.4563406964144793,Phi,Phi-3,7.392,2024-05
Phi-3-small-128k-instruct [Instruct/chat],OLLv2: GPQA,own,0.08948545861297541,Phi,Phi-3,7.392,2024-05
Phi-3-small-128k-instruct [Instruct/chat],OLLv2: IFEval,own,0.6368258443153055,Phi,Phi-3,7.392,2024-05
Phi-3-small-128k-instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.3878361406619386,Phi,Phi-3,7.392,2024-05
Phi-3-small-128k-instruct [Instruct/chat],OLLv2: MUSR,own,0.1449713541666666,Phi,Phi-3,7.392,2024-05
Phi-3-small-8k-instruct [Instruct/chat],MATH level 5,epoch,0.18869565217391301,Phi,Phi-3,7.392,2024-05
Phi-3-small-8k-instruct [Instruct/chat],OLLv2: BBH,own,0.4620557036638908,Phi,Phi-3,7.392,2024-05
Phi-3-small-8k-instruct [Instruct/chat],OLLv2: GPQA,own,0.08277404921700222,Phi,Phi-3,7.392,2024-05
Phi-3-small-8k-instruct [Instruct/chat],OLLv2: IFEval,own,0.6496651107949131,Phi,Phi-3,7.392,2024-05
Phi-3-small-8k-instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.3895907210401891,Phi,Phi-3,7.392,2024-05
Phi-3-small-8k-instruct [Instruct/chat],OLLv2: MUSR,own,0.1677395833333333,Phi,Phi-3,7.392,2024-05
Phi-3.5-mini-instruct [Instruct/chat],MATH level 5,epoch,0.1963746223564955,Phi,Phi-3.5,3.821,2024-08
Phi-3.5-mini-instruct [Instruct/chat],OLLv2: BBH,own,0.36745853908516607,Phi,Phi-3.5,3.821,2024-08
Phi-3.5-mini-instruct [Instruct/chat],OLLv2: GPQA,own,0.1196868008948546,Phi,Phi-3.5,3.821,2024-08
Phi-3.5-mini-instruct [Instruct/chat],OLLv2: IFEval,own,0.5774500547436358,Phi,Phi-3.5,3.821,2024-08
Phi-3.5-mini-instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.3291038711583924,Phi,Phi-3.5,3.821,2024-08
Phi-3.5-mini-instruct [Instruct/chat],OLLv2: MUSR,own,0.1009895833333333,Phi,Phi-3.5,3.821,2024-08
Phi-4-mini-instruct [Instruct/chat],MATH level 5,epoch,0.1699395770392749,Phi,Phi-4,3.836,2025-02
Phi-4-mini-instruct [Instruct/chat],OLLv2: BBH,own,0.3873553611173529,Phi,Phi-4,3.836,2025-02
Phi-4-mini-instruct [Instruct/chat],OLLv2: GPQA,own,0.07941834451901568,Phi,Phi-4,3.836,2025-02
Phi-4-mini-instruct [Instruct/chat],OLLv2: IFEval,own,0.7377923908562615,Phi,Phi-4,3.836,2025-02
Phi-4-mini-instruct [Instruct/chat],OLLv2: MMLU-PRO,own,0.325779403073286,Phi,Phi-4,3.836,2025-02
Phi-4-mini-instruct [Instruct/chat],OLLv2: MUSR,own,0.06446093750000002,Phi,Phi-4,3.836,2025-02
Qwen-1.8B-Chat [Instruct/chat],GSM8K,epoch,0.32299999999999995,Qwen,Qwen (v1),1.8,2023-11
Qwen-1.8B-Chat [Instruct/chat],MMLU,epoch,0.2706666666666666,Qwen,Qwen (v1),1.8,2023-11
Qwen-1.8B-Chat [Instruct/chat],Qwen::C-Eval,own,0.41466666666666674,Qwen,Qwen (v1),1.8,2023-11
Qwen-1.8B-Chat [Instruct/chat],Qwen::CMMLU,own,0.36133333333333334,Qwen,Qwen (v1),1.8,2023-11
Qwen-1.8B-Chat [Instruct/chat],Qwen::HumanEval,own,0.152,Qwen,Qwen (v1),1.8,2023-11
Qwen-1.8B-Chat [Instruct/chat],Qwen::MATH,own,0.023,Qwen,Qwen (v1),1.8,2023-11
Qwen-1.8B-Chat [Instruct/chat],Qwen::MBPP,own,0.142,Qwen,Qwen (v1),1.8,2023-11
Qwen-14B-Chat [Instruct/chat],BBH,epoch,0.3786666666666667,Qwen,Qwen (v1),14.0,2023-09
Qwen-14B-Chat [Instruct/chat],GSM8K,epoch,0.613,Qwen,Qwen (v1),14.0,2023-09
Qwen-14B-Chat [Instruct/chat],MMLU,epoch,0.5506666666666665,Qwen,Qwen (v1),14.0,2023-09
Qwen-14B-Chat [Instruct/chat],Qwen::C-Eval,own,0.628,Qwen,Qwen (v1),14.0,2023-09
Qwen-14B-Chat [Instruct/chat],Qwen::CMMLU,own,0.6133333333333333,Qwen,Qwen (v1),14.0,2023-09
Qwen-14B-Chat [Instruct/chat],Qwen::HumanEval,own,0.32299999999999995,Qwen,Qwen (v1),14.0,2023-09
Qwen-14B-Chat [Instruct/chat],Qwen::MATH,own,0.248,Qwen,Qwen (v1),14.0,2023-09
Qwen-14B-Chat [Instruct/chat],Qwen::MBPP,own,0.408,Qwen,Qwen (v1),14.0,2023-09
Qwen-7B-Chat [Instruct/chat],BBH,epoch,0.26666666666666666,Qwen,Qwen (v1),7.0,2023-08
Qwen-7B-Chat [Instruct/chat],GSM8K,epoch,0.517,Qwen,Qwen (v1),7.0,2023-08
Qwen-7B-Chat [Instruct/chat],MMLU,epoch,0.44266666666666676,Qwen,Qwen (v1),7.0,2023-08
Qwen-7B-Chat [Instruct/chat],Qwen::C-Eval,own,0.5133333333333333,Qwen,Qwen (v1),7.0,2023-08
Qwen-7B-Chat [Instruct/chat],Qwen::CMMLU,own,0.496,Qwen,Qwen (v1),7.0,2023-08
Qwen-7B-Chat [Instruct/chat],Qwen::HumanEval,own,0.299,Qwen,Qwen (v1),7.0,2023-08
Qwen-7B-Chat [Instruct/chat],Qwen::MATH,own,0.11599999999999999,Qwen,Qwen (v1),7.0,2023-08
Qwen-7B-Chat [Instruct/chat],Qwen::MBPP,own,0.316,Qwen,Qwen (v1),7.0,2023-08
Qwen1.5-0.5B-Chat [Instruct/chat],ARC AI2,epoch,0.074,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-0.5B-Chat [Instruct/chat],GSM8K,epoch,0.0766,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-0.5B-Chat [Instruct/chat],HellaSwag,epoch,0.25426666666666664,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-0.5B-Chat [Instruct/chat],MATH level 5,epoch,0.0068000000000000005,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-0.5B-Chat [Instruct/chat],MMLU,epoch,0.1176,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-0.5B-Chat [Instruct/chat],OLLv1: TruthfulQA,own,0.42950000000000005,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-0.5B-Chat [Instruct/chat],OLLv2: BBH,own,0.0432,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-0.5B-Chat [Instruct/chat],OLLv2: GPQA,own,0.025699999999999997,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-0.5B-Chat [Instruct/chat],OLLv2: IFEval,own,0.1807,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-0.5B-Chat [Instruct/chat],OLLv2: MMLU-PRO,own,0.0236,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-0.5B-Chat [Instruct/chat],OLLv2: MUSR,own,0.060599999999999994,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-0.5B-Chat [Instruct/chat],Winogrande,epoch,0.09240000000000004,Qwen,Qwen1.5,0.5,2024-02
Qwen1.5-1.8B [Base (no official chat academic scores)],GSM8K,epoch,0.384,Qwen,Qwen1.5,1.8,2024-02
Qwen1.5-1.8B [Base (no official chat academic scores)],MMLU,epoch,0.29066666666666663,Qwen,Qwen1.5,1.8,2024-02
